bank,user_name,title,date,review,home_banking,security,support,promotions,services,local_presence
widiba,Francesco,Banca poco seria,24 Aprile 2023,"Mi hanno contattato per offrirmi un preventivo di mutuo, dopo aver inviato tutti i documenti, hanno avuto un problema tecnico che non sono stati in grado di risolvere.
Mi hanno fatto perdere 30 giorni di tempo.
Callcenter di incapaci.",20,20,20,20,20,20
widiba,Fabio,Tornando indietro non aprirei il conto con loro,18 Gennaio 2023,"Ti attirano subito ad aprire il conto con promozioni, per poi inserirti spese di bolli errate, o inesistenti.
L'assistenza quando provi a chiarire e dare le tue dimostranze ti dicono che loro non sono tenuti a verificare. sembrano le vecchie compagnie telefoniche che davano abbonamenti bassi per poi attivarti promozioni mai richeste per far cassa.",20,20,20,20,20,20
widiba,Melba,Pessima banca,22 Ottobre 2022,"Fai contratto con loro dopo poco mandano la famosa comunicazione ""modifica unilaterale"".I conteggi delle imposte di bollo sono confusionari ,poco trasparenteiPer me è la solita banca furbacchiona .Non sono affidabili",20,20,20,20,20,20
widiba,Rino,Customer Service pessimo,06 Aprile 2022,"Conto ok ma supporto clienti pessimo!
Ho chiuso il conto e dopo modulo firmato come da loro richiesta e 3 PEC ancora non mi è stato versato il saldo da gennaio!
Rispondono con un generico ""ticket preso in carico"" e poi spariscono.
Assolutamente maleducati e inaffidabili.",40,40,20,40,40,20
widiba,MARCO,"Disastrosi, incompetenti",17 Febbraio 2022,"Ridicolo il commento di Giuseppe che a suo dire tutte le recensioni negative sono false, non so come si permette, un vero maleducato ma per me Widiba è un disastro, fai una richiesta di documenti via PEC e ti chiamano al telefono ubriacandoti di sciocchezze e senza risolvere il problema, vi pare normale che se uno chiede un documento, un rendiconto di un dossier titoli per chiedere la DSU (ISEE) questi neanche ti rispondono ufficialmente ma ti chiamano nel momento che tu magari stai guidando o stai con altre persone chiedendoti cose personali alle quali non puoi rispondere perchè appunto non sei solo, non è più semplice rispondere alla PEC? Altro che smart, questi sono proprio incompetenti, statene alla larga, tra l'altro prima era a canone zero ora si fanno anche pagare, appena posso",20,20,20,20,20,20
widiba,Marco,Ex MPS,24 Gennaio 2022,"Come ex MPS sono davvero deluso dal servizio offerto, servizio in effetti inesistente. Da due mesi cerco di avere le credenziali widiba, ma nessuno il sino non mi consente di inserire un indirizzo all estero! Ridicolo che nessuno sappia risolvere questo problema. Una banca per niente raccomandabile!",20,20,20,20,20,20
widiba,Rocco,Controcorrente NO solo prepagata,26 Agosto 2021,pensavo di aver aperto un conto invece questa mattina ho scoperto che si tratta solo di una prepagata. Ho fatto richiesta del blocchetto assegni mi è stato risposto che se non accredito lo stipendio non me lo danno. Fortunatamente non ho chiuso il mio vecchio controcorrente . Lasciate perdere esiste di meglio.,40,60,20,20,20,20
widiba,Valeria Maria Grazia Vadalà,La mia esperienza con Widiba: un incubo,09 Agosto 2021,"La mia esperienza con Widiba si può descrivere con due parole: UN INCUBO.
Widiba ha deciso di chiudere il conto in maniera unilaterale, senza alcun tipo di motivazione.
Mai uno scoperto, liquidità sempre maggiore ai 1000€.
Mi ritrovo Sabato 7 Agosto 2021 con domiciliazione bollette revocata.
Vado a pagare col bancomat: Transazioni negate.
Vado a prelevare: carta non abilitata
Chiamo l'assistenza e mi dicono che effettivamente è strano: non risulta più attiva la carta di debito ma non risulta neanche una mia richiesta di disattivazione.
Devo farmi prestare soldi dalla mia compagna.
Domenica: call center Widiba inesistente, quello Monte Paschi non prende in carico i conti widiba.
Oggi è il 9 Agosto vedo il mio conto a 0.
I soldi risultano stornati con ritiro in cassa. Widiba no",20,20,20,20,20,20
widiba,Giuseppe,Cliente,09 Luglio 2021,La miglior banca. La maggior parte delle opinioni negative sono false,100,100,100,100,100,100
widiba,Alberto Ambrosini,Pessima,02 Maggio 2023,State alla larga soprattutto su gestioni fondi,20,20,20,20,20,20
widiba,Francesco,Banca poco seria,24 Aprile 2023,"Mi hanno contattato per offrirmi un preventivo di mutuo, dopo aver inviato tutti i documenti, hanno avuto un problema tecnico che non sono stati in grado di risolvere.
Mi hanno fatto perdere 30 giorni di tempo.
Callcenter di incapaci.",20,20,20,20,20,20
widiba,Fabio,Tornando indietro non aprirei il conto con loro,18 Gennaio 2023,"Ti attirano subito ad aprire il conto con promozioni, per poi inserirti spese di bolli errate, o inesistenti.
L'assistenza quando provi a chiarire e dare le tue dimostranze ti dicono che loro non sono tenuti a verificare. sembrano le vecchie compagnie telefoniche che davano abbonamenti bassi per poi attivarti promozioni mai richeste per far cassa.",20,20,20,20,20,20
widiba,Melba,Pessima banca,22 Ottobre 2022,"Fai contratto con loro dopo poco mandano la famosa comunicazione ""modifica unilaterale"".I conteggi delle imposte di bollo sono confusionari ,poco trasparenteiPer me è la solita banca furbacchiona .Non sono affidabili",20,20,20,20,20,20
widiba,Rino,Customer Service pessimo,06 Aprile 2022,"Conto ok ma supporto clienti pessimo!
Ho chiuso il conto e dopo modulo firmato come da loro richiesta e 3 PEC ancora non mi è stato versato il saldo da gennaio!
Rispondono con un generico ""ticket preso in carico"" e poi spariscono.
Assolutamente maleducati e inaffidabili.",40,40,20,40,40,20
widiba,MARCO,"Disastrosi, incompetenti",17 Febbraio 2022,"Ridicolo il commento di Giuseppe che a suo dire tutte le recensioni negative sono false, non so come si permette, un vero maleducato ma per me Widiba è un disastro, fai una richiesta di documenti via PEC e ti chiamano al telefono ubriacandoti di sciocchezze e senza risolvere il problema, vi pare normale che se uno chiede un documento, un rendiconto di un dossier titoli per chiedere la DSU (ISEE) questi neanche ti rispondono ufficialmente ma ti chiamano nel momento che tu magari stai guidando o stai con altre persone chiedendoti cose personali alle quali non puoi rispondere perchè appunto non sei solo, non è più semplice rispondere alla PEC? Altro che smart, questi sono proprio incompetenti, statene alla larga, tra l'altro prima era a canone zero ora si fanno anche pagare, appena posso",20,20,20,20,20,20
widiba,Marco,Ex MPS,24 Gennaio 2022,"Come ex MPS sono davvero deluso dal servizio offerto, servizio in effetti inesistente. Da due mesi cerco di avere le credenziali widiba, ma nessuno il sino non mi consente di inserire un indirizzo all estero! Ridicolo che nessuno sappia risolvere questo problema. Una banca per niente raccomandabile!",20,20,20,20,20,20
widiba,Rocco,Controcorrente NO solo prepagata,26 Agosto 2021,pensavo di aver aperto un conto invece questa mattina ho scoperto che si tratta solo di una prepagata. Ho fatto richiesta del blocchetto assegni mi è stato risposto che se non accredito lo stipendio non me lo danno. Fortunatamente non ho chiuso il mio vecchio controcorrente . Lasciate perdere esiste di meglio.,40,60,20,20,20,20
widiba,Valeria Maria Grazia Vadalà,La mia esperienza con Widiba: un incubo,09 Agosto 2021,"La mia esperienza con Widiba si può descrivere con due parole: UN INCUBO.
Widiba ha deciso di chiudere il conto in maniera unilaterale, senza alcun tipo di motivazione.
Mai uno scoperto, liquidità sempre maggiore ai 1000€.
Mi ritrovo Sabato 7 Agosto 2021 con domiciliazione bollette revocata.
Vado a pagare col bancomat: Transazioni negate.
Vado a prelevare: carta non abilitata
Chiamo l'assistenza e mi dicono che effettivamente è strano: non risulta più attiva la carta di debito ma non risulta neanche una mia richiesta di disattivazione.
Devo farmi prestare soldi dalla mia compagna.
Domenica: call center Widiba inesistente, quello Monte Paschi non prende in carico i conti widiba.
Oggi è il 9 Agosto vedo il mio conto a 0.
I soldi risultano stornati con ritiro in cassa. Widiba no",20,20,20,20,20,20
widiba,Giuseppe,Cliente,09 Luglio 2021,La miglior banca. La maggior parte delle opinioni negative sono false,100,100,100,100,100,100
widiba,Alberto Ambrosini,Pessima,02 Maggio 2023,State alla larga soprattutto su gestioni fondi,20,20,20,20,20,20
widiba,Francesco,Banca poco seria,24 Aprile 2023,"Mi hanno contattato per offrirmi un preventivo di mutuo, dopo aver inviato tutti i documenti, hanno avuto un problema tecnico che non sono stati in grado di risolvere.
Mi hanno fatto perdere 30 giorni di tempo.
Callcenter di incapaci.",20,20,20,20,20,20
widiba,Fabio,Tornando indietro non aprirei il conto con loro,18 Gennaio 2023,"Ti attirano subito ad aprire il conto con promozioni, per poi inserirti spese di bolli errate, o inesistenti.
L'assistenza quando provi a chiarire e dare le tue dimostranze ti dicono che loro non sono tenuti a verificare. sembrano le vecchie compagnie telefoniche che davano abbonamenti bassi per poi attivarti promozioni mai richeste per far cassa.",20,20,20,20,20,20
widiba,Melba,Pessima banca,22 Ottobre 2022,"Fai contratto con loro dopo poco mandano la famosa comunicazione ""modifica unilaterale"".I conteggi delle imposte di bollo sono confusionari ,poco trasparenteiPer me è la solita banca furbacchiona .Non sono affidabili",20,20,20,20,20,20
widiba,Rino,Customer Service pessimo,06 Aprile 2022,"Conto ok ma supporto clienti pessimo!
Ho chiuso il conto e dopo modulo firmato come da loro richiesta e 3 PEC ancora non mi è stato versato il saldo da gennaio!
Rispondono con un generico ""ticket preso in carico"" e poi spariscono.
Assolutamente maleducati e inaffidabili.",40,40,20,40,40,20
widiba,MARCO,"Disastrosi, incompetenti",17 Febbraio 2022,"Ridicolo il commento di Giuseppe che a suo dire tutte le recensioni negative sono false, non so come si permette, un vero maleducato ma per me Widiba è un disastro, fai una richiesta di documenti via PEC e ti chiamano al telefono ubriacandoti di sciocchezze e senza risolvere il problema, vi pare normale che se uno chiede un documento, un rendiconto di un dossier titoli per chiedere la DSU (ISEE) questi neanche ti rispondono ufficialmente ma ti chiamano nel momento che tu magari stai guidando o stai con altre persone chiedendoti cose personali alle quali non puoi rispondere perchè appunto non sei solo, non è più semplice rispondere alla PEC? Altro che smart, questi sono proprio incompetenti, statene alla larga, tra l'altro prima era a canone zero ora si fanno anche pagare, appena posso",20,20,20,20,20,20
widiba,Marco,Ex MPS,24 Gennaio 2022,"Come ex MPS sono davvero deluso dal servizio offerto, servizio in effetti inesistente. Da due mesi cerco di avere le credenziali widiba, ma nessuno il sino non mi consente di inserire un indirizzo all estero! Ridicolo che nessuno sappia risolvere questo problema. Una banca per niente raccomandabile!",20,20,20,20,20,20
widiba,Rocco,Controcorrente NO solo prepagata,26 Agosto 2021,pensavo di aver aperto un conto invece questa mattina ho scoperto che si tratta solo di una prepagata. Ho fatto richiesta del blocchetto assegni mi è stato risposto che se non accredito lo stipendio non me lo danno. Fortunatamente non ho chiuso il mio vecchio controcorrente . Lasciate perdere esiste di meglio.,40,60,20,20,20,20
widiba,Valeria Maria Grazia Vadalà,La mia esperienza con Widiba: un incubo,09 Agosto 2021,"La mia esperienza con Widiba si può descrivere con due parole: UN INCUBO.
Widiba ha deciso di chiudere il conto in maniera unilaterale, senza alcun tipo di motivazione.
Mai uno scoperto, liquidità sempre maggiore ai 1000€.
Mi ritrovo Sabato 7 Agosto 2021 con domiciliazione bollette revocata.
Vado a pagare col bancomat: Transazioni negate.
Vado a prelevare: carta non abilitata
Chiamo l'assistenza e mi dicono che effettivamente è strano: non risulta più attiva la carta di debito ma non risulta neanche una mia richiesta di disattivazione.
Devo farmi prestare soldi dalla mia compagna.
Domenica: call center Widiba inesistente, quello Monte Paschi non prende in carico i conti widiba.
Oggi è il 9 Agosto vedo il mio conto a 0.
I soldi risultano stornati con ritiro in cassa. Widiba no",20,20,20,20,20,20
widiba,Giuseppe,Cliente,09 Luglio 2021,La miglior banca. La maggior parte delle opinioni negative sono false,100,100,100,100,100,100
widiba,Alberto Ambrosini,Pessima,02 Maggio 2023,State alla larga soprattutto su gestioni fondi,20,20,20,20,20,20
widiba,Francesco,Banca poco seria,24 Aprile 2023,"Mi hanno contattato per offrirmi un preventivo di mutuo, dopo aver inviato tutti i documenti, hanno avuto un problema tecnico che non sono stati in grado di risolvere.
Mi hanno fatto perdere 30 giorni di tempo.
Callcenter di incapaci.",20,20,20,20,20,20
widiba,Fabio,Tornando indietro non aprirei il conto con loro,18 Gennaio 2023,"Ti attirano subito ad aprire il conto con promozioni, per poi inserirti spese di bolli errate, o inesistenti.
L'assistenza quando provi a chiarire e dare le tue dimostranze ti dicono che loro non sono tenuti a verificare. sembrano le vecchie compagnie telefoniche che davano abbonamenti bassi per poi attivarti promozioni mai richeste per far cassa.",20,20,20,20,20,20
widiba,Melba,Pessima banca,22 Ottobre 2022,"Fai contratto con loro dopo poco mandano la famosa comunicazione ""modifica unilaterale"".I conteggi delle imposte di bollo sono confusionari ,poco trasparenteiPer me è la solita banca furbacchiona .Non sono affidabili",20,20,20,20,20,20
widiba,Rino,Customer Service pessimo,06 Aprile 2022,"Conto ok ma supporto clienti pessimo!
Ho chiuso il conto e dopo modulo firmato come da loro richiesta e 3 PEC ancora non mi è stato versato il saldo da gennaio!
Rispondono con un generico ""ticket preso in carico"" e poi spariscono.
Assolutamente maleducati e inaffidabili.",40,40,20,40,40,20
widiba,MARCO,"Disastrosi, incompetenti",17 Febbraio 2022,"Ridicolo il commento di Giuseppe che a suo dire tutte le recensioni negative sono false, non so come si permette, un vero maleducato ma per me Widiba è un disastro, fai una richiesta di documenti via PEC e ti chiamano al telefono ubriacandoti di sciocchezze e senza risolvere il problema, vi pare normale che se uno chiede un documento, un rendiconto di un dossier titoli per chiedere la DSU (ISEE) questi neanche ti rispondono ufficialmente ma ti chiamano nel momento che tu magari stai guidando o stai con altre persone chiedendoti cose personali alle quali non puoi rispondere perchè appunto non sei solo, non è più semplice rispondere alla PEC? Altro che smart, questi sono proprio incompetenti, statene alla larga, tra l'altro prima era a canone zero ora si fanno anche pagare, appena posso",20,20,20,20,20,20
